Passenger ID,Longest Run
9620,14
1002,14
3967,14
1246,14
3755,14
5544,14
8871,14
5737,14
8609,14
5198,14
8234,14
7866,14
6001,14
64,14
7118,14
6052,14
5043,14
3536,14
4283,14
3519,14
3472,14
8684,14
204,14
2134,14
11483,14
3663,14
1635,14
3436,14
4854,14
919,14
350,14
6059,14
7810,14
451,14
2802,14
863,14
631,14
758,14
6800,14
7820,14
4850,14
5775,14
8821,14
394,14
1250,14
6293,14
1562,14
1413,14
5959,14
2684,14
3921,14
968,14
855,14
690,14
10196,14
18,14
2588,14
1484,14
2656,14
199,14
5467,14
1637,14
9649,14
6093,14
3801,14
8024,14
4802,14
613,14
9363,14
2975,14
2511,14
1008,14
3589,14
6882,14
368,14
1276,14
2443,14
8882,14
4542,14
2026,14
6584,14
290,14
4293,14
7039,14
4478,14
272,14
6166,14
3645,14
1444,14
6050,14
2604,14
1248,14
8589,14
5760,14
603,14
1314,14
1288,14
4034,14
2783,14
11290,14
9367,14
2485,14
1378,14
2467,14
6548,14
3461,14
5073,14
1917,14
4056,14
809,13
7373,13
5116,13
2612,13
1454,13
10267,13
9516,13
4852,13
1982,13
4339,13
5696,13
2062,13
2776,13
10478,13
1401,13
6900,13
7726,13
269,13
9364,13
8320,13
3794,13
9460,13
4097,13
4110,13
4220,13
8519,13
2476,13
3414,13
7716,13
2575,13
1095,13
2216,13
6570,13
1001,13
5740,13
5977,13
3994,13
11834,13
1782,13
8539,13
3249,13
1046,13
1386,13
3466,13
4607,13
2869,13
3029,13
7825,13
6987,13
2274,13
344,13
3410,13
2488,13
8257,13
638,13
853,13
4353,13
8235,13
416,13
5942,13
1946,13
4329,13
5027,13
443,13
253,13
485,13
4147,13
10085,13
1828,13
6054,13
6823,13
3152,13
5401,13
2861,13
4364,13
411,13
1201,13
7505,13
2392,13
9822,13
9997,13
248,13
3503,13
2204,13
4407,13
3169,13
5487,13
334,13
746,13
5734,13
4016,13
2596,13
4397,13
10229,13
3233,13
7565,13
3307,13
8810,13
1555,13
1888,13
1624,13
8964,13
7591,13
6060,13
3926,13
2653,13
7540,13
1089,13
1143,13
3413,13
1772,13
2685,13
5615,13
5798,13
1498,13
2509,13
3963,13
356,13
2537,13
10398,13
6148,13
8017,13
4983,13
1739,13
1424,13
2196,13
637,13
7682,13
1155,13
3573,13
1419,13
2285,13
393,13
701,13
6827,13
7463,13
6805,13
2851,13
2243,13
173,13
8732,13
1429,13
3920,13
3364,13
9068,13
5479,13
9699,13
7661,13
1333,13
2702,13
633,13
360,13
398,13
674,13
6931,13
298,13
5483,13
5278,13
4438,13
2941,13
4359,13
3343,13
601,13
975,13
3547,13
22,13
4494,13
4677,13
826,13
5876,13
8167,13
382,13
1371,13
10640,13
3330,13
4171,13
3002,13
7094,13
2759,13
8212,13
7579,13
979,13
6478,13
187,13
1209,13
1853,13
274,13
3551,13
8461,13
5491,13
3468,13
1801,13
7502,13
8735,13
4420,13
4009,13
7685,13
3572,13
3451,13
6080,13
8998,13
9101,13
2329,13
2911,13
4554,13
4990,13
8007,13
1198,13
768,13
5377,13
2550,13
1015,13
6100,13
6180,13
3512,13
3178,13
4626,13
4209,13
4473,13
1208,13
795,13
9069,13
9777,13
2503,13
8106,13
1340,13
1472,13
3278,13
7718,13
9202,13
5414,13
712,13
6051,13
4366,13
2143,13
954,13
1230,13
7811,13
1053,13
4092,13
10439,13
4190,13
441,13
5015,13
7243,13
1038,13
11166,13
9683,13
4982,13
1218,13
544,13
2411,13
2500,13
3356,13
2279,13
1955,13
1972,13
4538,13
727,13
4235,13
2728,13
2030,13
8552,13
3071,13
446,13
1272,13
4671,13
859,13
3284,13
9532,13
5873,13
2626,13
3565,13
6758,13
9665,13
3171,13
4656,13
8260,13
5966,13
2325,13
7007,13
8579,13
771,13
1108,13
1646,13
3709,13
4468,13
8197,13
8912,13
5010,13
3859,13
4451,13
5922,13
7680,13
5408,13
8837,13
8501,13
2462,13
3149,13
3529,13
5590,13
2294,13
12298,13
752,13
4399,13
1678,13
262,13
9944,13
865,13
9696,13
4178,13
126,13
4281,13
4210,13
8510,13
3716,13
9752,13
2223,13
4193,13
9742,13
928,13
860,13
6993,13
4876,13
8093,13
5958,13
10440,13
4395,13
1004,13
4955,13
4363,13
4674,13
8702,13
4627,13
5707,13
2206,13
4784,13
6575,13
9098,13
1449,13
6067,13
3873,12
1586,12
8960,12
3962,12
5422,12
8398,12
2306,12
7890,12
2336,12
9077,12
347,12
249,12
5390,12
468,12
4682,12
1950,12
7549,12
3172,12
4166,12
352,12
1005,12
10446,12
4226,12
9351,12
9924,12
3230,12
994,12
4391,12
9704,12
2676,12
3910,12
1728,12
4711,12
873,12
3012,12
1591,12
7850,12
1692,12
9400,12
5529,12
202,12
7793,12
9956,12
5120,12
5037,12
4090,12
8551,12
6089,12
9000,12
3693,12
4058,12
11513,12
1342,12
913,12
2844,12
930,12
7605,12
3370,12
1746,12
2432,12
1613,12
4610,12
7043,12
3597,12
5533,12
6707,12
724,12
5953,12
1709,12
1430,12
4563,12
3275,12
9828,12
7418,12
4070,12
719,12
6878,12
4761,12
2501,12
1511,12
1826,12
3043,12
3855,12
8121,12
3998,12
3463,12
3385,12
6310,12
606,12
1013,12
3216,12
6936,12
4675,12
4551,12
3657,12
8674,12
289,12
9725,12
8252,12
9661,12
4253,12
4967,12
5792,12
5787,12
10046,12
10454,12
4988,12
8956,12
1465,12
3524,12
2090,12
6523,12
3702,12
11676,12
10757,12
348,12
4798,12
4556,12
1183,12
3851,12
9749,12
1377,12
61,12
9369,12
877,12
7336,12
4307,12
9700,12
3361,12
4285,12
1521,12
4628,12
3492,12
4483,12
4700,12
9703,12
117,12
3303,12
5530,12
529,12
7393,12
793,12
9688,12
1868,12
2773,12
6652,12
3735,12
9522,12
778,12
2541,12
6032,12
6773,12
4609,12
4989,12
10858,12
4449,12
10548,12
3286,12
229,12
4280,12
1365,12
4053,12
8270,12
2433,12
3297,12
3065,12
889,12
3546,12
10067,12
461,12
1281,12
456,12
8403,12
4063,12
7608,12
7346,12
578,12
2498,12
6339,12
1762,12
615,12
1064,12
3518,12
53,12
6111,12
11089,12
4012,12
857,12
1493,12
8383,12
3311,12
2323,12
5080,12
3622,12
2561,12
10015,12
4315,12
5464,12
8132,12
4054,12
8390,12
4444,12
5905,12
6541,12
2472,12
970,12
9513,12
5850,12
8326,12
1539,12
1456,12
7014,12
7508,12
2465,12
4237,12
5058,12
9017,12
1947,12
3760,12
1715,12
4152,12
4069,12
4416,12
8803,12
3147,12
4184,12
2926,12
3587,12
311,12
2440,12
7656,12
1026,12
953,12
2423,12
926,12
618,12
4919,12
6053,12
7582,12
5451,12
3491,12
8040,12
5048,12
7636,12
3839,12
3396,12
4000,12
7833,12
3741,12
1007,12
694,12
3925,12
6881,12
3609,12
5067,12
9114,12
5962,12
8222,12
291,12
9057,12
5503,12
545,12
2959,12
3223,12
3773,12
936,12
6357,12
3077,12
4645,12
611,12
6532,12
9687,12
2935,12
10938,12
5997,12
947,12
6372,12
8202,12
2573,12
1356,12
5556,12
6585,12
1282,12
3238,12
2383,12
3957,12
3779,12
2906,12
2097,12
996,12
230,12
3106,12
9015,12
6289,12
7626,12
271,12
2197,12
8556,12
6769,12
4430,12
5584,12
5035,12
2625,12
816,12
10179,12
4731,12
4897,12
726,12
8355,12
9280,12
1325,12
3298,12
915,12
3483,12
4993,12
2974,12
10004,12
5410,12
9030,12
5459,12
7603,12
2401,12
5216,12
11041,12
5094,12
1044,12
5482,12
8084,12
4373,12
1643,12
6783,12
9381,12
223,12
135,12
1775,12
2303,12
2156,12
2207,12
3876,12
3380,12
5435,12
8180,12
675,12
2816,12
1662,12
7526,12
2271,12
5757,12
374,12
2124,12
7679,12
3292,12
4336,12
4255,12
8003,12
3913,12
7801,12
707,12
2012,12
3260,12
5944,12
5592,12
5721,12
1753,12
2720,12
1531,12
11137,12
7511,12
2160,12
7832,12
6146,12
993,12
2689,12
1499,12
5955,12
3642,12
9991,12
5420,12
4020,12
2276,12
6352,12
1538,12
6159,12
643,12
2468,12
5319,12
8729,12
3107,12
9505,12
1849,12
10536,12
3493,12
7515,12
5613,12
6369,12
1052,12
4932,12
7612,12
11957,12
5596,12
6622,12
4278,12
2458,12
2479,12
2088,12
5917,12
4945,12
363,12
7627,12
2696,12
2960,12
1321,12
11450,12
3874,12
5510,12
759,12
4646,12
1189,12
4170,12
3665,12
3465,12
5055,12
6903,12
1253,12
7872,12
1476,12
2290,12
9951,12
1903,12
6030,12
6567,12
3220,12
4791,12
6003,12
1822,12
7120,12
4881,12
4969,12
3662,12
75,12
6516,12
13637,12
119,12
378,12
12323,12
7747,12
3896,12
2162,12
8399,12
1607,12
5869,12
10909,12
3420,12
4917,12
1774,12
6326,12
2683,12
4687,12
3907,12
2719,12
7153,12
1229,12
7836,12
5764,12
4523,12
1303,12
5477,12
867,12
6580,12
7851,12
239,12
5404,12
358,12
3875,12
2746,12
1693,12
11548,12
6874,12
2241,12
2159,12
9816,12
332,12
2803,12
6807,12
2600,12
7506,12
4972,12
528,12
4066,12
4484,12
908,12
3020,12
822,12
47,12
10308,12
4019,12
1505,12
2138,12
3528,12
7776,12
4274,12
469,12
10460,12
2563,12
3299,12
5789,12
6733,12
5788,12
8006,12
6857,12
3637,12
2993,12
1468,12
11896,12
1417,12
8348,12
1322,11
5509,11
5686,11
4450,11
9653,11
2109,11
2031,11
8288,11
2072,11
5260,11
2263,11
3930,11
3477,11
7660,11
6512,11
2427,11
2559,11
6121,11
10753,11
4728,11
1554,11
4904,11
1200,11
11175,11
7601,11
8005,11
3990,11
7477,11
3317,11
683,11
730,11
3858,11
2644,11
5644,11
3549,11
12299,11
1808,11
9383,11
12371,11
11353,11
8463,11
3912,11
1073,11
7253,11
10837,11
10244,11
9059,11
511,11
1533,11
5383,11
1437,11
1041,11
4543,11
1608,11
8101,11
3120,11
3049,11
4418,11
4647,11
1867,11
3175,11
797,11
4856,11
4564,11
4650,11
9356,11
2459,11
4294,11
8385,11
6759,11
1954,11
7220,11
6138,11
9476,11
5393,11
10616,11
5518,11
841,11
3513,11
11273,11
3777,11
8671,11
9465,11
565,11
6306,11
8025,11
2400,11
5553,11
3442,11
7914,11
8089,11
3689,11
2269,11
10722,11
1330,11
802,11
4275,11
8208,11
1992,11
11416,11
6208,11
949,11
2571,11
7862,11
7754,11
5355,11
7711,11
4862,11
4179,11
2767,11
3919,11
5925,11
3312,11
3902,11
5746,11
448,11
316,11
8037,11
4514,11
4008,11
4696,11
3887,11
3934,11
5084,11
4072,11
10871,11
1911,11
8158,11
1858,11
7532,11
1151,11
1020,11
574,11
3569,11
3290,11
3300,11
7139,11
11870,11
8664,11
821,11
4810,11
12981,11
5572,11
8050,11
147,11
6809,11
1169,11
5738,11
10799,11
687,11
1928,11
5375,11
1447,11
293,11
5101,11
866,11
1886,11
11136,11
2530,11
774,11
5246,11
10784,11
660,11
2965,11
1696,11
3184,11
6860,11
2586,11
1975,11
9738,11
7321,11
439,11
9340,11
5411,11
6731,11
6047,11
5438,11
761,11
3186,11
6064,11
1470,11
1783,11
1311,11
2905,11
910,11
1223,11
2601,11
7870,11
2560,11
2249,11
1021,11
8994,11
8329,11
7827,11
9031,11
5815,11
1666,11
7834,11
6565,11
4204,11
3154,11
429,11
275,11
10394,11
2032,11
11074,11
3471,11
1423,11
3191,11
5702,11
1837,11
8920,11
625,11
7185,11
3090,11
6848,11
2565,11
8386,11
5690,11
3578,11
7902,11
3894,11
5779,11
1819,11
5551,11
4746,11
7713,11
5566,11
682,11
3931,11
324,11
1573,11
3445,11
1012,11
4316,11
8073,11
8238,11
8297,11
3968,11
5626,11
3784,11
7799,11
3615,11
2100,11
9355,11
2841,11
8223,11
10266,11
8014,11
5583,11
1138,11
7593,11
10661,11
5978,11
9063,11
5811,11
141,11
7874,11
4109,11
7809,11
8117,11
3176,11
256,11
7898,11
1160,11
5166,11
9910,11
554,11
6720,11
2868,11
7318,11
4389,11
901,11
1842,11
4744,11
1700,11
11046,11
1214,11
5865,11
5662,11
6978,11
1016,11
6946,11
11651,11
4814,11
212,11
622,11
7350,11
7668,11
6349,11
4846,11
3611,11
2536,11
1297,11
738,11
3059,11
1974,11
8137,11
2581,11
4717,11
10306,11
8896,11
2766,11
8995,11
6418,11
3064,11
3005,11
4223,11
1627,11
1525,11
10212,11
10802,11
1202,11
2203,11
7770,11
266,11
2546,11
3563,11
1779,11
2208,11
205,11
4212,11
10740,11
10377,11
1563,11
5419,11
2793,11
2221,11
9744,11
5295,11
794,11
4004,11
2529,11
11296,11
9256,11
3807,11
12173,11
6524,11
3707,11
6507,11
6437,11
1146,11
10175,11
5808,11
4613,11
5138,11
10227,11
8290,11
5855,11
148,11
7706,11
1548,11
4562,11
4393,11
3888,11
5095,11
11011,11
5456,11
4268,11
3636,11
2225,11
5923,11
1752,11
1652,11
6019,11
10525,11
5799,11
4946,11
5546,11
11070,11
2220,11
7191,11
313,11
9659,11
10083,11
8566,11
11018,11
1865,11
7951,11
1332,11
3123,11
10728,11
2457,11
704,11
10596,11
3302,11
8387,11
1638,11
9258,11
2358,11
6261,11
86,11
6061,11
7995,11
2346,11
7529,11
2079,11
3101,11
9623,11
2119,11
681,11
3631,11
2478,11
2642,11
2214,11
9867,11
3764,11
2987,11
5325,11
6112,11
9723,11
13221,11
3586,11
1376,11
7307,11
1667,11
477,11
2182,11
8826,11
494,11
4541,11
5920,11
2610,11
3133,11
11073,11
6725,11
10778,11
700,11
3977,11
5885,11
3971,11
1460,11
3861,11
11767,11
11095,11
8280,11
521,11
9610,11
130,11
2725,11
3759,11
827,11
6394,11
1528,11
2620,11
9294,11
780,11
12358,11
5516,11
5042,11
5575,11
8541,11
2244,11
2752,11
9366,11
7200,11
226,11
4497,11
431,11
7507,11
80,11
2693,11
6730,11
3490,11
5812,11
1076,11
6858,11
1034,11
9524,11
8965,11
3193,11
4013,11
2665,11
7650,11
7403,11
4260,11
10354,11
8979,11
6088,11
4292,11
10384,11
4177,11
6843,11
5358,11
8194,11
4722,11
3737,11
2715,11
1611,11
1156,11
1225,11
4939,11
4673,11
95,11
2732,11
5074,11
8904,11
4287,11
3209,11
8350,11
8295,11
4593,11
2569,11
11066,11
5767,11
4398,11
3940,11
9634,11
5418,11
1432,11
1300,11
1452,11
791,11
9599,11
1186,11
585,11
8917,11
3127,11
3544,11
11180,11
4241,11
2545,11
3847,11
5450,11
9386,11
7319,11
2247,11
1257,11
3970,11
2992,11
7919,11
9500,11
864,11
7163,11
4202,11
4695,11
1670,11
9019,11
2722,11
3943,11
7192,11
4516,11
5895,11
8299,11
9834,11
9046,11
627,11
11123,11
5653,11
5777,11
524,11
1654,11
2215,11
3928,11
891,11
218,11
10541,11
6743,11
1289,11
2226,11
3593,11
4121,11
2273,11
2174,11
896,11
2554,11
652,11
3336,11
4042,11
3104,11
5368,11
4010,11
10104,11
3368,11
5505,11
4182,11
10937,11
5963,11
2786,11
6305,11
5162,11
7451,11
9906,11
3677,11
5549,11
8102,11
5072,11
383,11
899,11
10357,11
4927,11
4025,11
9321,11
716,11
2258,11
620,11
4670,11
5606,11
2534,11
7868,11
3865,11
1097,11
4811,11
8754,11
7883,11
2522,11
5356,11
4841,11
6906,11
4663,11
3690,11
8621,11
8542,11
7727,11
1436,11
6535,11
9466,11
5092,11
4981,11
8557,11
1335,11
8424,11
5564,11
5741,11
9282,11
1056,11
5586,11
8268,11
960,11
2651,11
283,11
2549,11
7076,11
415,11
624,11
740,11
5204,11
1829,11
9859,11
3974,11
2430,11
6099,11
1532,11
3411,11
5060,11
5046,11
4659,11
9992,11
8548,11
4330,11
9066,11
8427,11
871,11
10758,11
9600,11
1399,11
7246,11
3526,11
7195,11
6864,11
2754,11
9954,11
1320,11
1009,11
7602,11
3443,11
6810,11
3432,11
8596,11
755,11
3052,11
6141,11
1812,11
3553,11
4459,11
5911,11
2177,11
1036,10
11472,10
1024,10
3661,10
1767,10
4899,10
3798,10
8514,10
3979,10
1031,10
2463,10
6855,10
8784,10
10812,10
6431,10
1850,10
8030,10
9076,10
6074,10
6819,10
6986,10
5733,10
9305,10
1956,10
7903,10
2280,10
2250,10
3680,10
3534,10
170,10
4037,10
6576,10
8450,10
1406,10
7083,10
4075,10
7641,10
5069,10
6813,10
2527,10
3959,10
10705,10
6441,10
1544,10
6323,10
4603,10
247,10
5669,10
1269,10
3498,10
4215,10
4614,10
8563,10
4623,10
6480,10
1173,10
7813,10
5425,10
1078,10
4234,10
9184,10
3439,10
6764,10
9127,10
3942,10
3365,10
9052,10
1735,10
11014,10
2184,10
11917,10
2712,10
6515,10
4440,10
814,10
5163,10
3253,10
2901,10
1063,10
5636,10
340,10
9433,10
7980,10
1507,10
4941,10
7028,10
4047,10
8851,10
3629,10
3634,10
9064,10
2046,10
6251,10
9746,10
2985,10
1391,10
10908,10
7499,10
9994,10
3947,10
5770,10
4916,10
1359,10
5301,10
2173,10
8330,10
6102,10
1967,10
4665,10
4322,10
9394,10
3688,10
5352,10
5342,10
4637,10
5765,10
1287,10
7620,10
9989,10
4524,10
570,10
4896,10
6242,10
184,10
7696,10
3046,10
9988,10
5759,10
11652,10
7822,10
8515,10
1871,10
7528,10
6350,10
1323,10
3612,10
3653,10
751,10
4130,10
10010,10
8146,10
4023,10
3089,10
6006,10
5989,10
3353,10
4984,10
3713,10
7665,10
5231,10
5744,10
559,10
2169,10
1514,10
10516,10
421,10
7060,10
6579,10
1609,10
4270,10
11600,10
1568,10
8220,10
2158,10
9973,10
1232,10
10497,10
3322,10
8190,10
3431,10
789,10
8229,10
2996,10
3295,10
2259,10
3163,10
7986,10
1682,10
5946,10
121,10
937,10
1383,10
3357,10
3923,10
8246,10
966,10
5457,10
12582,10
8196,10
1283,10
9309,10
602,10
9875,10
11939,10
11478,10
5448,10
10145,10
8261,10
3421,10
10833,10
956,10
3505,10
8823,10
1796,10
4087,10
6932,10
2002,10
998,10
5489,10
3226,10
5137,10
5328,10
2982,10
8289,10
10690,10
9026,10
1863,10
3435,10
8751,10
7657,10
9472,10
11528,10
7148,10
3582,10
7535,10
5406,10
4199,10
3301,10
10954,10
8927,10
1438,10
8233,10
3720,10
546,10
10561,10
7814,10
3635,10
7859,10
8397,10
3995,10
11324,10
6388,10
6571,10
6865,10
4076,10
4370,10
534,10
2232,10
4576,10
4059,10
3418,10
2705,10
1900,10
6897,10
11730,10
5630,10
10975,10
260,10
8645,10
5956,10
1487,10
3752,10
6915,10
1824,10
8714,10
5594,10
3889,10
4044,10
3948,10
467,10
6303,10
8948,10
484,10
8058,10
5879,10
3618,10
7842,10
5465,10
3403,10
879,10
852,10
2826,10
6043,10
9790,10
8736,10
10116,10
5021,10
3877,10
9539,10
6972,10
6833,10
4402,10
1836,10
11683,10
2181,10
5201,10
1656,10
2213,10
757,10
3028,10
2345,10
10235,10
9291,10
1128,10
10473,10
5515,10
3595,10
2769,10
1106,10
9095,10
2245,10
8895,10
3105,10
1592,10
697,10
8446,10
7777,10
4957,10
874,10
2515,10
3122,10
2946,10
1794,10
10731,10
2973,10
6459,10
1587,10
1096,10
3102,10
9977,10
13163,10
4930,10
5919,10
4227,10
9376,10
3237,10
5233,10
10760,10
5497,10
109,10
328,10
11088,10
5941,10
8544,10
1082,10
7774,10
7559,10
6428,10
3846,10
933,10
7629,10
6116,10
7111,10
7846,10
537,10
10458,10
6304,10
1075,10
4421,10
10776,10
10798,10
2613,10
6256,10
11026,10
7417,10
2781,10
3935,10
1825,10
6752,10
2932,10
7609,10
2125,10
7544,10
4384,10
6033,10
8351,10
11142,10
1382,10
2487,10
7138,10
2153,10
2387,10
1831,10
6475,10
8294,10
2505,10
7597,10
129,10
6465,10
2862,10
11300,10
4953,10
5603,10
779,10
7624,10
10465,10
4535,10
8174,10
4148,10
8846,10
6409,10
3903,10
5747,10
7020,10
11084,10
4288,10
3624,10
6160,10
805,10
4966,10
4765,10
921,10
5571,10
2076,10
6011,10
5434,10
6070,10
1035,10
1466,10
8262,10
5417,10
2645,10
1616,10
8824,10
2662,10
9517,10
4550,10
6368,10
3660,10
750,10
5996,10
2176,10
9765,10
2391,10
2556,10
2275,10
2033,10
5508,10
7831,10
2570,10
11332,10
1927,10
856,10
9721,10
4503,10
11063,10
17,10
4017,10
9049,10
1631,10
375,10
733,10
1833,10
11396,10
4341,10
6468,10
8909,10
9062,10
6870,10
732,10
1884,10
1389,10
8349,10
10334,10
4309,10
9157,10
5984,10
1403,10
6344,10
10435,10
7180,10
5022,10
641,10
1428,10
6385,10
2326,10
5118,10
5471,10
4796,10
4112,10
3208,10
4672,10
4822,10
1058,10
5207,10
7671,10
12146,10
10024,10
8010,10
5634,10
3532,10
2521,10
8276,10
5212,10
172,10
831,10
6308,10
10910,10
2151,10
3155,10
4620,10
419,10
3515,10
7379,10
10000,10
6832,10
5054,10
2669,10
245,10
4586,10
8269,10
4213,10
509,10
4154,10
2856,10
6154,10
7470,10
5795,10
6737,10
599,10
9713,10
4388,10
2180,10
4203,10
5511,10
8958,10
5894,10
5082,10
2111,10
5175,10
8517,10
2780,10
3800,10
3932,10
4208,10
7551,10
6414,10
7098,10
8782,10
6802,10
1293,10
7023,10
1177,10
6956,10
2710,10
1112,10
4933,10
4832,10
9619,10
5372,10
6930,10
455,10
4362,10
6816,10
2288,10
2797,10
3016,10
10407,10
2592,10
10576,10
5693,10
3348,10
8922,10
11359,10
5661,10
1626,10
5463,10
4331,10
2054,10
490,10
5587,10
4690,10
2614,10
5881,10
4580,10
9259,10
3206,10
663,10
3293,10
1420,10
4529,10
255,10
4052,10
2234,10
8116,10
6962,10
648,10
13781,10
812,10
9858,10
2202,10
7122,10
2333,10
4113,10
8885,10
1181,10
10016,10
4168,10
5991,10
7864,10
5446,10
2567,10
6120,10
7166,10
1961,10
4035,10
6453,10
1070,10
4272,10
5478,10
11808,10
5499,10
9710,10
3754,10
10684,10
1252,10
9535,10
10371,10
2678,10
1368,10
9766,10
11126,10
7724,10
409,10
7756,10
3019,10
4314,10
11823,10
5431,10
4346,10
10328,10
1790,10
9980,10
3691,10
9050,10
3554,10
5912,10
7667,10
1262,10
127,10
1085,10
2322,10
2701,10
9413,10
4781,10
3174,10
6994,10
10613,10
1404,10
9495,10
6899,10
10023,10
2379,10
10128,10
2543,10
5240,10
154,10
6479,10
4106,10
8185,10
1504,10
10568,10
4634,10
7595,10
595,10
6960,10
11280,10
497,10
876,10
9601,10
5841,10
1940,10
10899,10
2760,10
10261,10
7099,10
10496,10
3584,10
4651,10
8698,10
4606,10
6985,10
10767,10
1966,10
203,10
2870,10
4165,10
10033,10
3533,10
7547,10
5573,10
3188,10
3548,10
5934,10
1126,10
11282,10
2743,10
9078,10
4678,10
10479,10
9755,10
9707,10
1326,10
588,10
961,10
2988,10
6829,10
8474,10
6689,10
4089,10
5800,10
8584,10
351,10
5426,10
3991,10
4338,10
3561,10
3235,10
1244,10
7638,10
731,10
786,10
781,10
23,10
1558,10
1030,10
5304,10
3694,10
58,10
6181,10
4153,10
4591,10
6554,10
1308,10
5409,10
2576,10
1077,10
478,10
1212,10
4404,10
12940,10
9660,10
7520,10
6444,10
7080,10
8520,10
5336,10
8710,10
3992,10
2930,10
4125,10
2385,10
11035,10
10681,10
432,10
2233,10
9711,10
9318,10
10453,10
4719,10
5430,10
2951,10
8901,10
854,10
5522,10
9156,10
8368,10
735,10
3164,10
3145,10
8833,10
242,10
13819,10
918,10
4565,10
8400,10
341,10
8373,10
3558,10
5990,10
9271,10
79,10
10379,10
4083,10
1561,10
9874,10
1789,10
1033,10
6380,10
2795,10
3424,10
11099,10
8822,10
9083,10
1742,10
6503,10
1930,10
5275,10
2127,10
7538,10
1352,10
1977,10
5803,10
8213,10
1827,10
6750,10
1268,10
1152,10
11050,10
7616,10
6471,10
3965,10
5681,10
5623,10
4713,10
8189,10
5354,10
3113,10
5376,10
6778,10
2699,10
4088,10
7563,10
11276,10
369,10
12144,10
3901,10
254,10
486,10
4655,10
2672,10
2879,10
5943,10
3950,10
10086,10
7367,10
940,10
8553,10
4584,10
8023,10
8245,10
83,10
9267,10
309,10
4161,10
2238,10
1490,10
9385,10
4313,10
3316,10
8380,10
592,10
7823,10
232,10
6896,10
2199,9
6085,9
6836,9
629,9
365,9
2744,9
1823,9
3345,9
4464,9
7854,9
11211,9
5896,9
2778,9
11192,9
3399,9
10452,9
3666,9
846,9
9833,9
2595,9
6317,9
1083,9
8266,9
234,9
9864,9
3566,9
666,9
9091,9
6014,9
8200,9
481,9
10658,9
11224,9
3681,9
1211,9
582,9
2976,9
762,9
9791,9
2117,9
4500,9
10431,9
11043,9
3762,9
2495,9
11571,9
9901,9
11090,9
308,9
1569,9
2248,9
741,9
6338,9
10314,9
1205,9
10017,9
449,9
8169,9
11266,9
655,9
3402,9
614,9
4408,9
677,9
9152,9
9950,9
6522,9
385,9
10484,9
8963,9
4739,9
2686,9
9978,9
7573,9
1310,9
5755,9
10869,9
4011,9
3649,9
7556,9
2740,9
8057,9
8667,9
6416,9
1872,9
3616,9
6851,9
698,9
5674,9
8947,9
